khoi	tinh	M1	M2	M3
A	29	6.50	5.25	6.25
A	29	7.75	7.50	8.50
A	29	8.25	5.50	8.25
A	29	9	8.50	8.25
A	29	8.25	7.50	8.75
A	29	9	6.75	5.00
A	29	8.25	7.50	8.25
A	29	7.25	6.50	5.50
A	29	7.50	6.50	8.00
A	29	9	6.50	7.75
A	29	9	7.50	9.75
A	29	8.75	7.50	8.25
A	29	8.25	7.50	8.00
A	29	5	6.75	6.75
A	29	5.50	6.50	5.25
A	29	8.25	6.75	8.00
A	29	7	5.75	8.00
A	29	7	5.75	6.50
A	29	5.75	5.50	5.75
A	29	6.50	7.00	7.25
A	29	7.5	7.25	7.50
A	29	7.50	8.25	8.75
A	29	8.25	6.75	6.50
A	29	7.25	6.50	6.50
A	29	8	8.00	9.00
A	29	6	3.25	3.75
A	29	6.50	5.50	6.25
A	29	8	6.50	6.75
A	29	8	7.50	7.50
A	29	7	6.75	7.50
A	29	8	7.50	9.25
A	29	8.75	5.50	8.50
A	29	7.75	6.50	7.50
A	29	7.25	7.00	7.50
A	29	7.75	6.50	8.25
A	29	7	6.50	6.75
A	29	6.50	5.50	5.50
A	29	6.75	6.00	6.25
A	29	7	7.50	8.50
A	29	8.25	7.50	8.25
A	29	7.75	5.75	6.50
A	29	2.75	5.75	3.50
A	29	6.75	6.75	6.50
A	29	6	7.00	6.75
A	29	7.25	4.25	6.50
A	29	7.50	5.75	7.00
A	29	1.25	2.00	3.50
A	29	0.75	3.25	4.25
A	29	6.50	5.50	4.50
A	29	6.75	7.50	8.50
A	29	7	6.50	7.50
A	29	6.75	4.75	4.50
A	29	8.25	8.00	8.50
A	29	6	7.00	9.00
A	29	6.75	5.50	6.50
A	29	1.75	2.50	3.50
A	29	8.50	3.50	7.50
A	29	7.50	6.25	6.50
A	29	8	7.00	7.50
A	29	6.50	5.75	4.75
A	29	1.50	4.00	3.75
A	29	6	6.25	6.50
A	29	8.75	5.25	8.75
A	29	7.25	7.00	6.00
A	29	7.75	7.75	8.25
A	29	7.75	6.25	8.25
A	29	8	7.75	8.50
A	29	7.50	5.75	7.25
A	29	8.25	7.00	8.25
A	29	7.50	3.25	8.25
A	29	3	1.50	2.50
A	29	6.50	5.75	7.75
A	29	7	5.75	9.00
A	29	6.75	6.50	7.50
A	29	8.50	7.25	6.50
A	29	8.50	7.25	8.00
A	29	8.75	7.00	7.50
A	29	7.25	7.50	6.50
A	29	6.75	6.75	6.50
A	29	6	5.25	4.00
A	29	3.75	4.25	4.50
A	29	8	4.50	9.50
A	29	6	6.00	7.75
A	29	7	5.00	7.50
A	29	7	6.50	7.00
A	29	8.50	8.00	6.75
A	29	7.75	6.75	8.75
A	29	4.50	5.50	4.50
A	29	6.50	6.00	5.75
A	29	7.75	6.00	7.25
A	29	6.75	7.25	5.50
A	29	7.50	6.25	4.50
A	29	7.50	7.50	8.25
A	29	6.50	7.75	7.50
A	29	5.50	5.75	6.50
A	29	8	8.25	8.75
A	29	7.50	8.00	8.50
A	29	8.75	8.00	6.75
A	29	8.50	7.00	5.50
A	29	4.25	4.50	2.75
A	29	8.5	6.75	5.75
A	29	6	5.25	7.25
A	29	3.75	3.50	3.50
A	29	7	6.50	6.75
A	29	7.50	5.75	6.50
A	29	7.75	7.25	6.75
A	29	7.75	7.50	6.25
A	29	8.50	6.50	7.00
A	29	7.75	7.25	8.00
A	29	6.50	3.75	7.00
A	29	6	6.75	6.25
A	29	4.75	4.00	4.50
A	29	7.75	7.75	8.50
A	29	8	4.75	7.00
A	29	6.75	6.50	8.50
A	29	8.75	7.00	8.00
A	29	8	6.50	8.25
A	29	6.25	6.50	8.00
A	29	8.50	6.25	7.50
A	29	8.75	7.75	9.50
A	29	6.25	6.75	6.50
A	29	7.50	7.50	9.00
A	29	7.50	6.25	7.50
A	29	7.50	7.50	8.25
A	29	6.25	6.50	7.50
A	29	0.25	4.25	5.50
A	29	7.50	7.00	9.25
A	29	6.75	7.00	6.50
A	29	7	5.75	6.00
A	29	7.25	7.50	8.50
A	29	9	7.75	9.50
A	29	4.50	6.00	6.75
A	29	6.75	5.00	7.25
A	29	9	7.50	9.25
A	29	8.75	7.50	8.50
A	29	8.50	8.00	8.50
A	29	8	6.50	7.75
A	29	7.50	6.25	9.75
A	29	6	6.25	8.75
A	29	8.75	6.50	9.50
A	29	8.75	7.00	9.00
A	29	8	6.25	8.50
A	29	7.25	8.00	9.00
A	29	8.25	6.50	6.50
A	29	7.50	7.00	7.50
A	29	7.50	7.75	9.00
A	29	7.25	6.50	7.00
A	29	7.75	8.00	7.75
A	29	6.50	6.25	6.50
A	29	7	6.50	7.50
A	29	8	7.25	6.50
A	29	5.75	6.50	8.75
A	29	7.75	7.00	7.75
A	29	7.25	5.75	7.50
A	29	7.50	6.25	8.25
A	29	8.75	6.50	7.75
A	29	7	7.75	8.50
A	29	6.50	5.75	7.00
A	29	7	7.25	6.75
A	29	7.75	6.50	8.00
A	29	1	4.25	5.25
A	29	7	6.25	6.50
A	29	8.25	6.50	8.25
A	29	9	7.00	8.75
A	29	8.50	8.25	8.75
A	29	7	7.50	9.50
A	29	7	6.50	7.50
A	29	7	6.50	8.50
A	29	9	7.50	9.25
A	29	8.25	6.50	8.75
A	29	7.25	6.50	9.00
A	29	5.50	5.50	3.50
A	29	8	5.25	7.50
A	29	7	6.50	7.25
A	29	7.75	7.50	8.50
A	29	8.25	8.50	7.25
A	29	6.50	6.50	5.50
A	29	6.25	6.50	4.00
A	30	7.25	7.00	6.25
A	30	5.25	7.25	6.50
A	30	7	6.25	8.75
A	30	6.75	6.50	6.25
A	30	7	6.25	6.25
A	30	6	6.00	6.75
A	30	6	5.75	7.25
A	30	7.75	7.00	8.50
A	30	5.50	6.50	6.00
A	30	8.25	8.25	7.50
A	30	8	6.50	7.50
A	30	6.50	6.25	8.25
A	30	8	6.50	6.50
A	30	7.25	4.75	5.75
A	30	7.25	6.50	7.00
A	30	3.25	4.00	3.75
A	30	8.25	6.50	9.00
A	30	2.50	5.00	2.75
A	30	2	1.75	3.50
A	30	8	6.50	7.50
A	30	3.25	3.75	4.50
A	30	6.75	6.50	6.75
A	30	8	7.25	8.50
A	30	7.50	6.50	6.25
A	30	7.50	6.50	5.25
A	30	4.75	6.50	7.75
A	30	2.50	3.00	4.75
A	30	6.25	4.75	4.25
A	30	4.50	4.50	5.50
A	30	7.50	7.25	7.75
A	30	6.75	7.25	5.50
A	30	7.25	7.25	6.75
A	30	7.50	5.75	6.50
A	30	7	6.25	7.50
A	30	6.50	5.50	5.50
A	30	3.50	4.25	3.50
A	30	7	6.25	7.50
A	30	8.50	7.50	8.25
A	30	8	7.75	7.50
A	30	7	7.00	5.25
A	30	6.25	6.25	6.00
A	30	7.50	6.75	7.75
A	30	6.75	6.25	7.00
A	30	6.50	7.25	5.25
A	30	7.50	7.50	7.50
A	30	8.25	7.50	8.25
A	30	7.75	4.75	8.50
A	30	7.25	5.75	4.50
A	30	7	6.75	7.00
A	30	7.25	7.00	7.50
A	30	7.50	7.75	8.50
A	30	7	6.00	4.25
A	30	7	6.50	5.25
A	30	7.75	7.00	8.50
A	30	4.50	4.50	3.75
A	30	7.75	6.25	7.50
A	30	2.50	6.50	2.50
A	30	8	6.50	7.75
A	30	5.75	5.25	6.50
A	30	8	6.25	7.50
A	30	6.75	6.25	8.00
A	30	7	7.00	8.25
A	30	8	8.00	8.75
A	30	8.50	8.50	9.75
A	30	8.25	5.50	8.50
A	30	8.50	6.50	7.25
A	30	6.75	6.25	6.00
A	30	8	6.25	6.00
A	30	3.75	3.50	2.25
A	30	8.25	7.50	8.00
A	30	6.50	7.50	8.50
A	30	8.50	6.75	6.50
A	30	1	2.75	1.75
A	30	7.75	7.25	9.75
A	30	7	6.75	5.75
A	30	8	6.75	8.00
A	30	8	6.25	9.00
A	30	4.75	6.75	7.25
A	30	6.25	4.75	3.25
A	30	7.25	4.50	8.00
A	30	6.25	7.50	5.50
A	30	3.50	5.00	4.25
A	30	7.50	6.50	6.50
A	30	4.75	5.50	3.50
A	30	8.50	5.75	6.00
A	30	8	7.50	8.25
A	30	8.50	8.50	8.25
A	30	7.75	7.50	8.50
A	30	7.50	7.00	7.00
A	30	7	8.25	9.00
A	30	8	6.50	7.50
A	30	7.25	7.75	8.75
A	30	6.75	7.25	8.50
A	30	6.25	6.50	7.75
A	30	8.50	8.00	8.75
A	30	8.50	7.00	6.75
A	30	8.25	7.50	8.25
A	30	8	8.50	9.00
A	30	9	8.50	9.25
A	30	8.50	7.75	8.50
A	30	8	3.00	8.25
A	30	7.50	8.50	8.50
A	30	7.50	6.50	8.75
A	30	7.75	6.75	7.75
A	30	8	8.00	8.50
A	30	7	8.00	8.25
A	30	8.50	7.50	8.50
A	30	8	7.50	8.75
A	30	7.50	7.75	8.25
A	30	8.25	7.75	9.00
A	30	8.25	7.50	8.25
A	30	8	6.25	7.50
A	30	9	7.00	8.00
A	30	7.75	7.50	8.25
A	30	8.75	6.75	7.50
A	30	9	9.25	8.75
A	30	7.75	6.50	7.25
A	30	6.50	7.25	8.25
A	30	1.25	3.50	1.75
A	30	7	7.25	8.25
A	22	6.75	6.75	6.75
A	31	6.75	7.50	7.50
A	31	7.50	6.50	6.50
A	32	7.50	8.50	9.25
A	30	5.75	6.50	6.50
A	30	1.50	2.75	5.50
A	29	8.25	6.50	9.00
A	29	7.50	7.50	8.50
A	29	8	5.50	6.50
A	30	7	6.75	5.50
A	30	7	6.50	6.00
A	29	8	7.50	9.50
A	30	6	5.75	5.00
A	30	7	6.25	6.50
A	29	4.25	7.25	7.75
A	36	6.75	6.00	8.00
A	37	5.25	4.50	3.00
A	38	5.50	7.25	8.75
A	38	6.25	6.50	5.50
A1	04	7	2.75	8.25
A1	04	5.75	6.50	8.75
A1	05	2.50	2.25	5.00
A1	05	0.75	6.50	3.75
A1	06	5	4.25	3.75
A1	06	0.50	4.50	3.50
A1	06	7	6.00	5.50
A1	06	7	5.50	6.75
A1	06	2.25	4.25	7.75
A1	06	5	4.50	4.00
A1	06	8	7.25	9.50
A1	06	5	3.50	5.25
A1	06	6	5.50	4.00
A1	06	6.75	5.00	5.00
A1	06	6.75	6.25	8.50
A1	06	4.25	3.25	6.00
A1	07	5.50	6.00	5.75
A1	08	2.75	3.25	5.75
A1	08	1.75	3.75	3.25
A1	08	6	3.25	6.25
A1	08	7.75	2.50	9.75
A1	08	7	3.25	9.50
A1	08	7	2.25	9.50
A1	08	7	5.75	5.75
A1	08	4.25	3.50	7.25
A1	08	4.75	5.00	3.00
A1	08	7	3.75	8.25
A1	08	6.50	3.75	9.50
A1	08	6.50	3.50	7.00
A1	08	6.50	5.50	8.25
A1	08	6	2.50	9.25
A1	08	2	3.00	3.25
A1	08	2.75	3.25	3.50
A1	08	4.75	2.00	4.25
A1	08	0.50	2.25	2.50
A1	09	6.75	3.75	6.50
A1	09	0.75	2.50	3.25
A1	09	0.50	3.50	2.75
A1	09	7	6.50	5.50
A1	10	4.50	2.75	3.25
A1	10	6	6.50	4.25
A1	10	3.25	5.00	5.25
A1	10	0	2.00	1.50
A1	10	6	4.50	8.00
A1	10	6	5.50	9.00
A1	10	6.75	6.25	9.25
A1	10	4.75	2.50	8.25
A1	10	4.50	6.50	4.50
A1	10	7	3.50	9.25
A1	10	6.25	7.50	9.25
A1	10	6.50	6.50	7.50
A1	10	6.75	5.75	9.25
A1	10	4.50	5.50	7.75
A1	10	6.50	6.50	8.50
A1	10	6	7.75	9.25
A1	10	0.50	2.50	3.25
A1	10	0	1.50	2.00
A1	10	6.25	6.25	6.25
A1	11	0.50	3.00	2.50
A1	11	1	3.00	2.25
A1	11	5.75	3.75	7.25
A1	11	5.25	5.50	4.75
A1	12	5.25	3.50	4.50
A1	12	6.25	7.00	7.00
A1	12	3.50	2.75	4.25
A1	12	5.75	7.00	6.25
A1	12	7.50	6.50	7.75
A1	12	7.25	8.00	8.25
A1	12	7	7.00	8.25
A1	12	6.50	2.75	5.50
A1	12	7.50	6.00	8.25
A1	12	4	3.50	8.50
A1	12	2.25	3.50	7.75
A1	12	3.25	5.00	3.00
A1	12	4.25	3.25	6.00
A1	11	6	6.00	7.00
A1	12	8	6.25	8.50
A1	13	7.75	4.00	9.75
A1	13	7.75	5.75	8.50
A1	13	6.50	2.25	8.75
A1	13	7	6.50	7.50
A1	13	0.50	3.50	2.00
A1	14	6	6.50	8.75
A1	14	7.50	6.50	5.75
A1	14	5	5.00	3.25
A1	14	0	2.50	2.75
A1	14	6.75	6.25	6.50
A1	14	0.50	3.75	3.00
A1	14	5.75	5.00	3.75
A1	15	0.75	4.50	2.50
A1	15	5.50	4.50	5.00
A1	15	7	6.75	8.00
A1	15	6.75	2.50	9.50
A1	15	5.75	2.50	8.00
A1	15	7.25	4.00	9.75
A1	15	4.75	4.00	7.50
A1	15	6.75	2.75	9.00
A1	15	7.75	5.50	10.00
A1	15	4.75	4.00	8.50
A1	15	8	3.50	8.50
A1	15	6.50	2.50	9.50
A1	15	8	3.50	9.00
A1	15	6.25	6.00	8.50
A1	15	7.25	5.75	8.00
A1	15	7.25	8.25	9.00
A1	15	7	7.25	8.00
A1	15	6.25	6.75	8.75
A1	15	6.75	5.50	9.00
A1	15	8.25	6.50	8.00
A1	15	7	3.25	8.00
A1	15	5.25	6.00	6.25
A1	15	1	4.00	5.25
A1	15	5.25	2.75	9.25
A1	15	6	5.25	8.75
A1	15	7.25	7.25	7.00
A1	15	6	6.25	7.00
A1	15	6	6.50	7.50
A1	15	7.75	5.50	9.25
A1	16	6	5.50	4.50
A1	16	6.50	2.75	8.00
A1	16	6.75	3.50	8.75
A1	16	7	2.50	8.75
A1	16	7	2.75	8.00
A1	16	7	6.25	9.00
A1	16	7	5.75	9.00
A1	16	6.75	3.25	8.75
A1	16	9	5.50	9.50
A1	16	6.50	4.50	8.75
A1	16	6.75	5.50	7.50
A1	16	7	3.50	9.50
A1	16	6.50	3.00	8.75
A1	16	6.50	2.00	8.75
A1	16	6.75	6.50	8.00
A1	16	6	2.50	8.50
A1	16	1	2.75	2.75
A1	16	7	3.75	8.75
A1	16	6.25	6.50	8.75
A1	16	7.50	7.25	9.25
A1	1B	4.50	3.75	6.50
A1	16	5.75	3.75	9.75
A1	16	7.25	7.00	9.00
A1	16	7	6.50	9.50
A1	16	7.75	4.25	9.00
A1	17	5.25	4.00	5.00
A1	18	7	6.00	7.50
A1	18	6.25	2.50	9.50
A1	18	2.50	3.50	5.25
A1	18	5.75	3.50	5.75
A1	18	6.25	2.50	9.25
A1	18	7.50	6.00	9.75
A1	18	6.25	5.75	6.50
A1	18	1.75	2.75	7.25
A1	18	5.25	3.25	5.75
A1	18	6.25	3.00	9.00
A1	18	8	4.50	7.75
A1	18	4.25	2.50	6.75
A1	18	6.25	2.75	8.50
A1	18	7.75	3.50	8.75
A1	18	4.50	2.50	6.25
A1	18	7.75	4.00	8.25
A1	18	5.50	4.00	6.75
A1	18	7	4.00	9.00
A1	18	6	3.00	9.00
A1	18	7.50	3.50	8.25
A1	18	6.50	8.00	9.50
A1	18	7	6.50	8.25
A1	18	6.75	5.00	9.00
A1	18	4.25	1.50	6.75
A1	18	5.25	4.25	4.75
A1	18	6.25	3.25	6.00
A1	18	7.50	2.50	10.00
A1	18	5.75	3.50	9.00
A1	19	4.25	4.50	6.75
A1	19	2	4.50	5.25
A1	19	7	4.00	8.75
A1	19	8	3.50	10.00
A1	19	8.25	2.50	9.75
A1	19	7	2.50	9.75
A1	19	6.25	6.25	7.25
A1	19	6	5.50	7.00
A1	19	6.25	5.50	6.25
A1	19	6.50	4.50	9.00
A1	19	7.50	3.25	9.25
A1	19	6.25	5.75	7.50
A1	19	4.50	2.50	9.25
A1	19	5.75	6.50	8.25
A1	19	7	5.75	6.75
A1	19	0.75	3.50	2.75
A1	19	7.75	8.00	9.00
A1	19	5.50	3.50	8.75
A1	19	6.50	5.50	8.00
A1	19	2.75	3.50	4.00
A1	19	8	2.25	9.75
A1	19	6	2.50	5.25
A1	19	6.25	6.50	6.75
A1	19	7	8.00	7.50
A1	19	2.50	2.50	3.50
A1	19	7.50	7.25	8.50
A1	19	9.25	8.25	9.50
A1	19	7.25	5.50	8.75
A1	19	0.25	1.75	3.50
A1	19	5.75	6.50	8.25
A1	19	5.75	4.00	8.75
A1	19	7.50	7.50	7.75
A1	19	7.25	6.50	7.00
A1	19	8.75	6.50	8.25
A1	21	4.50	3.75	5.75
A1	21	3.75	4.00	4.25
A1	21	0.25	3.00	3.00
A1	21	5.25	5.75	2.50
A1	21	2.50	3.75	3.75
A1	21	5.75	6.25	6.25
A1	21	4.75	6.25	5.50
A1	21	1.25	2.00	3.50
A1	21	4.25	5.25	4.25
A1	21	3.75	3.00	4.00
A1	21	8	3.50	9.75
A1	21	7.25	3.25	9.50
A1	21	7	3.50	8.75
A1	21	6.50	3.25	9.50
A1	21	7	2.50	9.25
A1	21	6	2.50	9.25
A1	21	7.50	2.00	9.50
A1	21	7	3.50	9.75
A1	21	7	3.75	9.00
A1	21	6.25	4.25	9.75
A1	21	7.50	2.50	9.25
A1	21	7.50	2.75	10.00
A1	21	7.75	4.50	7.25
A1	21	5	2.00	7.50
A1	21	6.75	1.50	7.50
A1	21	6.75	3.25	7.50
A1	21	7.25	4.75	10.00
A1	21	6.75	6.50	8.25
A1	21	5.75	6.75	9.00
A1	21	6.75	7.00	8.50
A1	21	6	3.00	8.25
A1	21	6	5.00	5.75
A1	21	7.75	6.50	8.25
A1	21	4.25	2.75	5.25
A1	21	6.75	6.00	6.25
A1	21	5.25	3.00	5.50
A1	21	4.50	5.25	4.00
A1	21	6.25	5.00	3.00
A1	21	4.25	3.00	6.75
A1	21	5.50	2.25	5.50
A1	21	7	7.00	7.00
A1	21	8.25	8.50	8.75
A1	21	7.50	6.75	5.50
A1	21	5.25	5.25	5.25
A1	21	7.25	4.50	9.00
A1	21	0.50	1.50	2.75
A1	21	8.75	5.25	9.50
A1	21	6.50	4.75	8.25
A1	21	5.75	4.50	4.75
A1	21	5.75	2.25	7.00
A1	21	6	6.25	5.75
A1	21	7.25	6.00	7.75
A1	21	6.25	7.50	7.00
A1	21	5.50	2.75	5.00
A1	21	6.25	3.75	7.75
A1	21	5.75	7.25	9.00
A1	21	6.75	5.00	8.50
A1	21	4.75	3.50	7.25
A1	22	5.25	2.25	8.00
A1	22	4.75	4.25	2.50
A1	22	7.50	6.00	9.00
A1	22	6.25	2.50	8.50
A1	22	1.75	3.00	4.00
A1	22	7.50	7.00	8.75
A1	22	6.50	3.50	7.00
A1	22	7.50	7.50	7.00
A1	22	0.25	2.75	4.75
A1	22	7	7.25	8.75
A1	22	5.25	6.25	6.50
A1	22	5.50	2.75	4.00
A1	22	7.50	7.00	9.25
A1	22	7	6.50	6.25
A1	22	5.50	6.75	6.25
A1	22	7.25	6.75	7.75
A1	22	5.50	5.00	9.25
A1	22	3.50	2.50	3.50
A1	22	7	7.00	5.50
A1	22	5	5.25	2.00
A1	22	6.25	7.50	5.00
A1	22	6.75	3.75	7.00
A1	22	7.75	5.75	7.75
A1	22	4	2.75	3.50
A1	23	4.75	6.50	4.50
A1	23	7	2.25	9.75
A1	23	7	2.75	8.75
A1	23	8.25	6.75	6.25
A1	23	0.50	3.75	3.50
A1	23	6.25	5.25	5.25
A1	23	5.50	5.50	6.00
A1	23	1	3.25	9.00
A1	23	0	3.00	2.75
A1	23	6.50	7.50	5.75
A1	24	4.50	4.50	4.25
A1	24	5.75	7.00	8.50
A1	24	5.25	4.25	6.00
A1	24	7	3.50	9.50
A1	24	8.50	4.50	8.25
A1	24	7	6.75	7.00
A1	24	7.25	3.25	9.50
A1	24	6.25	4.50	8.50
A1	24	8	5.75	8.75
A1	24	6.75	3.50	8.00
A1	24	4	2.50	8.50
A1	24	2.50	2.00	8.75
A1	24	7	6.25	7.00
A1	24	6.50	5.50	7.25
A1	24	7	6.50	7.00
A1	24	7.75	7.50	8.50
A1	24	7.25	5.50	6.75
A1	24	6.75	5.75	8.50
A1	24	6.50	6.50	5.25
A1	24	7.25	6.75	8.25
A1	24	7.25	6.50	5.00
A1	24	5.50	2.25	5.50
A1	24	4	2.50	6.75
A1	24	5.75	6.50	8.75
A1	24	7.50	6.75	7.50
A1	24	5.50	4.50	5.50
A1	24	6.50	4.50	6.75
A1	24	7.75	7.25	8.75
A1	24	6	4.00	8.25
A1	24	1.50	3.75	3.50
A1	24	4	4.25	5.00
A1	24	6.25	6.00	7.00
A1	24	7	5.75	7.00
A1	24	5.25	3.50	8.75
A1	24	7	4.00	8.25
A1	24	4.75	5.50	7.75
A1	25	7	6.50	7.50
A1	25	6.25	5.25	9.75
A1	25	7	4.25	8.50
A1	25	7.25	3.50	8.75
A1	25	5.25	5.50	9.50
A1	25	7.25	6.50	9.00
A1	25	8.75	7.00	9.25
A1	25	7	8.50	9.50
A1	25	8.25	6.00	8.00
A1	25	8.75	8.25	9.50
A1	25	7.75	6.50	7.25
A1	25	7.50	6.50	8.25
A1	25	8.75	6.50	9.25
A1	25	8	7.25	9.25
A1	25	7.75	6.50	8.50
A1	25	4.75	3.00	9.00
A1	25	6	6.50	5.75
A1	25	6.75	3.25	8.25
A1	25	8	2.25	9.75
A1	25	1.25	4.00	3.00
A1	25	4.75	2.50	5.00
A1	25	5.50	6.25	9.00
A1	25	3	3.50	5.25
A1	25	0.50	3.00	5.50
A1	25	5.25	7.00	7.00
A1	25	5.75	3.50	7.75
A1	25	2	1.75	3.25
A1	25	5.50	7.50	9.25
A1	25	7.75	6.25	8.50
A1	25	8	4.75	9.25
A1	25	7	4.50	7.00
A1	25	7.50	6.50	8.00
A1	25	6.50	4.75	6.25
A1	25	6.75	6.00	6.00
A1	25	7.25	6.75	7.50
A1	25	7	5.50	7.00
A1	25	5.75	4.25	6.00
A1	25	6.75	6.50	7.75
A1	25	4.25	3.00	4.25
A1	25	5	2.75	5.00
A1	25	7	5.50	5.50
A1	25	7.75	5.00	6.25
A1	25	7.50	6.00	7.50
A1	25	6	5.75	7.25
A1	25	8	7.50	9.50
A1	25	6.75	4.50	7.50
A1	25	6.75	4.50	8.75
A1	25	3	4.00	4.75
A1	25	3	3.00	9.00
A1	25	7.50	7.50	9.00
A1	25	4.50	3.50	3.75
A1	25	8	7.00	8.75
A1	25	5.75	5.00	8.75
A1	25	7.25	4.50	9.25
A1	25	7.50	4.50	9.50
A1	25	7	3.50	8.50
A1	25	6.50	4.25	6.75
A1	25	8.25	6.50	8.50
A1	25	7	8.00	8.25
A1	25	8	6.00	7.50
A1	25	4.75	2.50	5.00
A1	25	6.25	3.50	7.50
A1	25	7	4.25	9.00
A1	11	6.50	5.50	6.50
A1	24	7.75	4.75	8.25
A1	1A	6.75	2.50	9.50
A1	26	7.75	4.50	8.50
A1	26	8	6.75	8.25
A1	26	7.50	6.25	8.25
A1	26	2.50	3.50	4.00
A1	26	5	6.25	5.25
A1	26	8.25	8.00	9.50
A1	26	8	3.50	9.50
A1	26	6.75	3.25	8.75
A1	26	7.75	5.00	8.25
A1	26	7.75	3.25	9.50
A1	26	7.25	2.50	9.50
A1	26	7.75	2.75	10.00
A1	26	8	5.25	9.75
A1	26	7.75	1.50	9.50
A1	26	6.50	3.50	10.00
A1	26	7.75	3.00	9.50
A1	26	7.25	2.75	9.00
A1	26	7.25	4.00	8.25
A1	26	7	2.25	8.50
A1	26	6.50	2.00	8.50
A1	26	7.25	2.50	9.00
A1	26	7.75	1.75	8.50
A1	26	7.25	3.50	9.00
A1	26	7.75	7.00	9.25
A1	26	8.50	3.50	9.25
A1	26	5	5.75	8.25
A1	26	8	6.50	8.75
A1	26	7	6.25	7.75
A1	26	8.25	9.00	9.50
A1	26	7	6.50	9.00
A1	26	5.50	5.50	7.50
A1	26	3.50	5.00	9.25
A1	26	1.25	5.50	4.75
A1	26	8	5.50	7.75
A1	26	5	4.00	8.75
A1	26	5.25	3.00	8.25
A1	26	9	7.50	7.75
A1	26	5.50	4.75	7.25
A1	26	7	4.50	9.75
A1	26	7	3.75	7.25
A1	26	8.25	7.50	9.00
A1	26	7.75	5.50	8.50
A1	26	7.25	5.25	8.75
A1	26	7.50	6.00	8.00
A1	26	8	7.25	9.25
A1	26	7.25	5.50	5.50
A1	26	5	5.25	6.00
A1	26	5.50	3.25	8.75
A1	26	0.25	2.50	3.75
A1	26	6.50	6.50	6.25
A1	26	6	4.25	7.25
A1	26	6	5.25	7.50
A1	26	7	4.25	8.25
A1	26	6.50	5.25	9.25
A1	26	5.75	4.25	6.50
A1	26	8	6.50	6.75
A1	26	6.50	6.25	7.00
A1	26	6.75	5.25	6.00
A1	26	2.50	1.75	4.50
A1	26	6	7.00	9.50
A1	26	5.75	4.25	7.50
A1	26	3.25	3.00	4.25
A1	26	4.50	6.50	6.75
A1	26	6.50	7.50	8.25
A1	26	6.25	5.50	6.75
A1	26	3.75	4.75	7.00
A1	26	7.50	7.00	8.50
A1	26	0.75	2.25	9.00
A1	26	6.25	5.50	8.00
A1	26	7	6.25	7.50
A1	26	5.25	6.50	8.75
A1	26	8	7.25	8.50
A1	26	6	6.50	8.25
A1	26	6	5.75	8.00
A1	26	7	6.75	7.75
A1	26	6.50	5.25	6.50
A1	27	4.25	5.25	4.25
A1	27	6.50	5.50	6.50
A1	27	1	2.25	3.50
A1	27	7.50	7.25	9.00
A1	27	6	5.75	9.00
A1	27	0	3.50	3.25
A1	27	5.50	6.00	8.50
A1	27	3.50	3.50	3.25
A1	27	7	4.50	9.00
A1	27	7.75	4.75	9.50
A1	27	6.25	6.25	6.50
A1	27	6.50	3.75	9.25
A1	27	6	3.50	5.50
A1	27	6.25	7.00	8.00
A1	27	5.75	5.50	6.75
A1	27	5.75	5.50	8.25
A1	27	8	6.00	7.25
A1	27	6.25	6.50	7.25
A1	27	7	6.00	8.50
A1	28	6	7.50	6.25
A1	28	2	4.00	5.00
A1	28	4.25	4.00	6.50
A1	28	6.75	5.50	8.00
A1	28	0.50	2.50	3.50
A1	28	4.75	5.50	7.75
A1	28	6.25	6.50	7.25
A1	28	5	6.00	3.25
A1	28	7.75	3.25	9.25
A1	28	5.75	6.50	2.75
A1	28	7.25	6.50	5.50
A1	28	6.50	2.50	7.75
A1	28	8.25	3.75	9.25
A1	28	8.50	3.00	9.25
A1	28	7.75	3.00	10.00
A1	28	9	6.50	9.75
A1	28	6.75	5.75	8.00
A1	28	7.25	5.75	8.75
A1	28	5.75	6.25	8.75
A1	28	7.25	5.50	9.00
A1	28	6.75	7.50	9.75
A1	28	4	3.25	3.75
A1	28	8.75	7.75	9.00
A1	28	7.50	7.50	9.00
A1	28	5.75	2.50	6.25
A1	28	7.25	6.75	8.00
A1	28	7.25	6.50	9.00
A1	28	4	5.50	5.25
A1	28	7	6.25	6.00
A1	28	7	3.50	8.25
A1	28	6.75	3.75	9.50
A1	28	6.25	7.00	9.00
A1	28	6	3.50	3.75
A1	28	7.50	6.75	7.50
A1	28	1	1.75	3.00
A1	28	0	2.25	3.25
A1	28	7.75	7.25	7.25
A1	28	5	3.50	7.25
A1	28	3.75	3.25	6.00
A1	28	0.50	3.50	4.50
A1	28	7.25	7.25	7.00
A1	28	6.75	3.50	8.50
A1	28	6.50	6.75	6.50
A1	28	6.50	5.50	5.25
A1	28	4.50	4.50	6.50
A1	28	5.75	3.00	3.00
A1	28	6.75	6.50	7.25
A1	28	6.75	6.00	8.25
A1	28	5.50	5.00	7.25
A1	28	2.50	2.50	4.75
A1	28	6	5.50	7.75
A1	28	7.50	6.50	8.25
A1	28	6.75	6.50	7.50
A1	28	4.50	6.00	3.50
A1	31	3.75	3.25	7.00
A1	31	5.75	5.50	8.25
A1	31	6.25	5.75	7.25
A1	32	4.50	5.75	8.25
A1	34	6	6.00	6.25
A1	40	1.50	4.50	3.50
